utterance_id,room_x,room_y,room_z,micL_x,micL_y,micR_x,micR_y,mic_z,s1_x,s1_y,s1_z,s2_x,s2_y,s2_z,T60
053a050f_0.93264_443o0314_-0.93264.wav,5.36463395123684,6.738693518483824,3.6460075763433237,2.4608020955032743,3.487232355138523,2.6306665180522106,3.4804442808816933,1.6292238600261375,3.3250968138853154,4.706386308315942,1.4205766728986748,3.1068199964957555,4.1124038653150015,1.1589337687786678,2.0061663306156197
22ha0103_1.0593_422c020y_-1.0593.wav,9.105654889599313,7.128781184306028,3.3919730863059243,4.307744552221621,3.5730106048029615,4.476547755903443,3.5931470997003694,1.7686229977954318,2.937706183237005,2.860362016609036,1.1305653979537371,2.9899865045030327,3.471014291945691,1.3114785619060068,1.0275368991813645
421c0212_1.0287_423a0104_-1.0287.wav,6.290812537411793,9.241906175545573,3.0840501774195777,3.247076353853656,4.514917858682106,3.185945960582603,4.6518962329552975,1.4820135889328203,3.4150561448631165,5.296065405466285,1.6022873024151276,3.580841482685896,3.20129966815918,1.2454494306442612,2.545653243224748
444c020o_0.97641_421a010s_-0.97641.wav,6.887883361481638,5.602945833519079,3.164682252266063,3.564231237367301,2.843745543619451,3.700691344253503,2.742361919554189,0.9920438370735696,2.398188982909896,1.6951403946982968,1.175326385481574,4.480172484098242,3.670315608904255,1.6124725264866024,2.7652823812722334
052o020m_0.40731_441o030l_-0.40731.wav,8.55973492452345,7.483406300497513,3.2309465642498605,4.223450108039558,3.6485883172656286,4.054476592035154,3.6299348755159135,0.9298935417047742,5.105269134906392,2.4069927942651006,1.4822793608330271,5.066026282234653,4.526338242646327,1.24756991536671,1.7297719678027446
052a050i_2.4816_445c0211_-2.4816.wav,5.378634907476624,5.443996622556597,3.240760337885495,2.6775911258249896,2.6524763759493686,2.5825384636222566,2.5364376263517743,1.0728491340582669,2.7038002485302512,1.3946234766079173,1.613563710820039,2.699503661539441,0.7476091286272215,1.1283855411540094,2.2307923568669876
053c010z_0.70111_422o030x_-0.70111.wav,7.680050829054625,6.5750922501181925,3.2697451591285067,3.7183831334145268,3.4080977515056743,3.8023810075603635,3.2838224235480293,1.5048393915834952,2.4521039849039914,3.379344374859748,0.9667739674147424,2.4968154895414703,4.365322660792455,1.7859651030057369,1.150762483285953
053o020k_1.3781_22go0111_-1.3781.wav,9.136481679343158,8.364515464709168,3.080029027701938,4.485763460421096,4.1844336999709855,4.337297673235423,4.205832532540496,1.7960336377036592,5.143625284510983,4.659548948012007,1.0052092975971298,4.431054253395918,6.168180457487774,1.6900184491538917,1.737648012003949
422o0304_0.13358_052a050o_-0.13358.wav,6.5120643608101725,5.043739356513481,3.1274766949760258,3.5019592568064453,2.320110363448809,3.337614148690241,2.363592376261848,1.1406403352957022,1.7426289182197925,3.3891158161329624,1.5840042114094648,2.718812396201901,3.552999915545191,1.5401255920873198,2.8662802039650432
442o0306_2.3923_053a0506_-2.3923.wav,9.001371885534374,8.949520848398027,3.601120025219523,4.477792977017566,4.664818706826606,4.339227153045503,4.607377324296736,1.281841547887293,5.5022498025659665,5.594281282603523,1.2770842681685304,4.3524679274763525,3.8435200133326353,1.5596825775383103,2.302756286453155
22gc010h_2.0104_420c020j_-2.0104.wav,8.449305484551484,9.910876065626725,3.4798007953968715,4.362820921841513,5.198072332054287,4.248799814740517,5.100608558602491,1.1520279685837744,4.276562637546407,4.157451462441777,1.560848614172551,5.057878030350127,5.059104025242363,1.3838348356314576,1.7944051554523084
22hc010z_0.087779_22gc010x_-0.087779.wav,7.714761570295436,9.122874391490523,3.187143144650051,4.033996644874887,4.736760574581531,4.070948504231489,4.570825165189534,1.1062634755478178,4.314536125239481,6.002576838891814,1.3904226360629246,3.955630735634225,3.678798641248565,1.446053355298181,2.5774602858814912
443o0313_0.61777_053c010u_-0.61777.wav,9.533232696757011,6.553625072141827,3.1301103891508912,4.742283088181033,3.2560684067101358,4.680829262578328,3.414572120606032,0.9541175505855468,4.713615308711024,1.4106082440494871,1.1877579566158765,6.2439682204400935,3.3752032506358307,1.0620063401503554,1.6336722443377425
22ho010w_2.007_051c010o_-2.007.wav,6.7143918857437725,8.94005172864524,3.536481797279333,3.3838906398819497,4.216850043060614,3.3075994582344115,4.34599978407012,1.7962083074652448,3.1600748790892736,6.215825708805503,1.1904528149978952,3.1230241356976136,5.4273815949496536,1.7921669861472809,2.1361973052521384
421a0105_1.0119_423a010m_-1.0119.wav,9.179077581370745,8.583643518822862,3.3021965936357183,4.609539832581642,4.44769510983702,4.759300323564832,4.528142579284316,1.496049527027708,4.94552070346575,3.8797864362079917,0.9849285533194054,4.5166608920481615,5.3519419558761925,1.1319189423641816,2.7382547791224514
445o030t_1.4592_22hc010b_-1.4592.wav,7.291744557284771,7.383268761206352,3.7564029221879514,3.755616943114557,3.6470087756948177,3.905002783342787,3.660568670211578,1.5341704679123018,2.2724660715314524,3.0064834419896376,1.4342129498726768,2.8032899659775783,4.354498614765853,1.4803726919020603,1.8723468477913587
442c0215_0.24366_446o0302_-0.24366.wav,5.6429794620070135,7.583074971613519,3.691035193492773,2.688541355313783,3.887322724335913,2.782610253477588,3.745721020962515,1.2430504312484718,3.8366520206948382,3.914449911477434,1.1984627824695329,2.278982487821016,5.309854453131606,1.1249572980509188,2.604295284160318
441o0313_2.0048_440c0204_-2.0048.wav,8.181000601537713,8.11604904509524,3.906326375533636,4.0845566927903665,4.187893958487642,3.914569856347663,4.185778435809387,1.45971085544123,2.644686917512326,3.998881153805143,1.4359541799097126,3.2146628371589645,2.677193337365323,1.2312826947919593,1.2875336490291291
051o020a_2.3917_423o030s_-2.3917.wav,9.34878055693864,6.835663859742335,3.3292423894037597,4.8881250111160535,3.5356105246287832,4.781213045597368,3.4034370339851163,1.001148139735227,3.365358390838207,3.516525284007192,1.5270242078777454,3.567660904850375,2.386536924008608,1.014531243449403,2.408521942236671
447c020a_0.25387_050a050h_-0.25387.wav,6.649448086442464,7.408825283558729,3.4921731022900806,3.1650086173275467,3.460616726080663,3.22254028304821,3.6099154448943414,1.6897649231820482,2.7446116542393324,2.0247523461957107,1.7410221940311796,2.4760598268256686,3.3510522501960835,1.1339229422282966,2.4091626163791453
440o0303_2.2059_443o0304_-2.2059.wav,8.219649620513575,6.196174370759437,3.8189676610224352,3.897296786724439,3.2471664007043546,3.966359517087261,3.0918269682513166,1.0850510363897807,3.10948102694233,3.5959795976633866,1.1141621131633592,3.0376787209111917,2.6545596297571863,1.0843030024395883,1.4375842113481772
445c020b_1.9232_422o0309_-1.9232.wav,6.282043361549122,9.499209906826083,3.940973401015514,2.8968569802774367,4.544836540042987,3.0126023722017408,4.640246205424903,1.294781409114662,4.359499779542974,5.950535876398512,1.7349806274435695,2.8219587553750336,5.934953327706525,1.2096220652724208,2.84973525723113
22ha010r_0.1879_446c020o_-0.1879.wav,5.883739349154363,7.8196926438406305,3.9474868242627457,3.0795230001120903,4.131617379914233,3.0191202033088924,3.9943166073805294,0.9133672389088194,1.9489835484099545,4.684254797396546,1.1090214260281763,3.4247736537588365,4.846972912531541,1.7039888512670611,1.8842815108083533
444c020u_1.0117_053a050x_-1.0117.wav,6.0421077472093065,5.601975613379649,3.776444950400137,3.036970895235368,2.9221802256867373,3.121507170841514,2.774689147628973,1.6367965875866703,2.9889187414793144,2.1660421304452337,1.122602657482124,4.569547651998398,2.7087525155096226,1.1040070880188857,2.818631917944945
445o030g_0.89549_421c0202_-0.89549.wav,9.701259196813046,9.95165356053675,3.5602728644795416,4.875956346816472,4.89412498578381,5.040488644847568,4.936893232236132,1.372133726067346,5.941138805886644,4.123627487314946,0.9373633214813678,6.466009861027062,4.176550826050809,1.7091737562288445,1.1196184455597038
444c0203_2.4753_445c020c_-2.4753.wav,9.879986473124811,5.6726706027533655,3.899296215127455,5.046881559370911,2.724820824639809,4.893179337872928,2.652187312356669,0.935131138519926,6.460224418906658,3.8170436243214954,1.6499809479880765,3.517740658473732,2.4472810945596604,1.529433830927442,1.3685741676276273
050o0203_0.11331_443c020r_-0.11331.wav,9.416938908572511,8.294164258080688,3.884725226303423,4.900089822384541,4.021675909298138,4.7302684200468486,4.029466371932622,1.314051641643451,3.083674988697988,4.922853954604795,1.3665998382622877,4.548170473980402,4.714355261643683,1.5743546723924486,1.0947105576030303
444c020v_1.5892_423o030e_-1.5892.wav,8.262787705865673,5.691460401395023,3.6505956713143766,4.291780902281704,3.0757456844196915,4.3111217245059095,2.9269978017601668,1.7892591861405591,4.561145352328457,4.189274786010225,1.3306149751084628,3.8332722176649296,3.80357431796046,1.4420953652425332,2.3497618871646604
441o030w_0.56176_053o020d_-0.56176.wav,6.078892834266059,6.209941982941335,3.1337118658282863,2.8304785568917428,3.1256571164531284,2.9865597361370724,3.160851796241237,1.3860648883757665,4.573289396193285,3.856853174987541,0.9761502798742272,2.400857767492174,1.9935260039570015,1.3376458050299809,2.1892495598688977
440c0214_1.4652_051o020w_-1.4652.wav,9.046583358624464,8.604082594662543,3.1351055855584145,4.587942727364792,4.216922391439414,4.506463814384229,4.067720559213714,1.3005362318631797,4.882362648376791,2.281454755078503,1.0830708408291407,5.3574387797795,2.469626790362439,1.365020766920597,2.0666203259975013
22gc0114_0.048137_422o0303_-0.048137.wav,8.700842539526073,5.088228940756105,3.6020195544906337,4.2012552241459264,2.7183863506786365,4.206835527562276,2.5484779629699026,1.7583621693467215,3.8901689818142926,1.2379113546480034,1.5848113304159253,4.972588660264057,1.6045896146316383,1.26925596810623,1.086648125389607
443c020s_1.8007_446o0312_-1.8007.wav,7.020237538006666,6.4617671507849375,3.594507981098209,3.358877195555228,3.2121704635657484,3.4607884391292814,3.32223452869688,0.9410573467804468,4.674215108744876,4.053877776075227,1.1833478448247459,3.3587688616262614,1.8691875301758527,1.2044839205999438,2.1228661601267955
442c020i_0.010825_443o030x_-0.010825.wav,5.0229978431287,7.308517501770607,3.851548431184944,2.5288992430157533,3.6572113181479233,2.6284957060938376,3.794981215231197,1.0770921115549916,2.0320232707709707,2.8819012149896093,0.9775518895164654,3.1903417745275613,4.112334601717735,1.6437829323181514,1.65933689124183
22ga010e_0.51468_051c0115_-0.51468.wav,8.163774396828167,8.753544447379943,3.9366572410568232,4.254700228480475,4.339915124016119,4.173648609536027,4.4893495078321735,1.346209145083209,2.6750669733590446,3.937660779370319,1.3535489280962578,2.7740525886158633,4.437083734168773,1.0179550787851834,2.0059336662252365
446c020r_1.1168_423c020u_-1.1168.wav,9.88531355906366,5.7661451403598,3.9414073014489897,4.800732881259411,2.677927338884352,4.717145691086097,2.8143574735281685,1.7345955562288244,5.535500496736092,2.3240349781109093,1.2300131530283789,5.682669604928329,2.0006599865763928,1.6660992395326562,1.2237886351488076
446o030k_1.7305_051c010w_-1.7305.wav,7.298803233505797,5.868663759760281,3.992389653030438,3.593391158694249,3.1267583366635763,3.4305510301017903,3.077941408042539,1.2425706941640158,2.935112897439142,3.607347702750592,1.6106318408702331,2.259910334541364,2.3077923170274515,1.5187900955738085,2.2143874124369693
053o020r_0.21241_050a050n_-0.21241.wav,9.967024033304764,6.614560344735269,3.0078390140247304,4.889874201067434,3.5482575715413907,4.8231355224530486,3.4139223610535754,1.6447807193179,4.337130490974272,3.9675753076689233,0.9565267778218828,4.938671700281646,2.097396352808424,1.7028711822504583,2.131889286101063
444c0203_1.2986_053c010n_-1.2986.wav,6.043820915734004,6.6610577577726655,3.2910669365086163,3.2611215937149023,3.3750790478507118,3.1514163093955165,3.2452146932633084,1.3428022962963166,1.3276534925295431,3.943612401919868,1.0018142895065871,1.6540798142341546,3.6235826259516086,1.3449992705323122,1.0135281239800056
446o0319_2.2664_447c0210_-2.2664.wav,7.789414516390608,8.94087681681285,3.3597505725099586,3.928352054575812,4.292687698304839,4.077192830514437,4.311300151608688,1.6325212788602586,2.8778606196514924,4.68515198633966,1.4505043559766593,3.025428247827985,3.0830942077870054,1.0360145832666103,2.234883417608594
420o030k_2.2026_440o030s_-2.2026.wav,6.422546885126987,6.1573983901893445,3.7605296103282027,3.320233844656003,3.0926704509005183,3.32446597770005,3.242610735847218,1.3626277731030925,1.9735601866821089,2.841117234993205,1.484460732894665,2.611170137431164,3.5270823901378514,0.9627344445042112,2.8242457728663086
421o0307_1.5505_420o0301_-1.5505.wav,9.27046324180686,8.837287130737762,3.495128532069548,4.890409745471986,4.549631640982146,4.779267501067423,4.678268344565207,0.9867404172425815,5.0946020291592005,6.4901661203125895,1.5113900236847535,3.4059655896200014,3.344154113173404,1.215284402375779,2.581048266114067
051a050c_0.4903_443o030h_-0.4903.wav,6.29419114615644,5.048114022430571,3.394351805834752,3.0768660678819546,2.4808880370813493,3.2119208171186293,2.5461583573549533,1.682848808773984,3.6927121064099655,1.1005572359021654,1.7343912536973864,1.5000481114963735,1.3787766430809698,1.7265187662957289,2.984162932376723
22gc010v_0.76199_050a050i_-0.76199.wav,7.3286168812410315,5.6789837108358965,3.793707342041058,3.6422063654820658,2.7675417453530717,3.57845170840577,2.9251340792436635,1.348395795761279,3.951758250904516,4.286655357817317,1.3305181743684271,2.877520917190981,1.2354572053853334,1.0931551782314362,2.9176035243057328
051o020c_0.27109_445o0305_-0.27109.wav,6.900709400342097,9.335112134957573,3.8156910681469896,3.5341156826545084,4.760163408424671,3.364142341089679,4.763173916236601,1.6908662745974987,1.830652870874782,5.6014645903253575,1.3092930556511602,2.8361498765953765,3.4051236644417,1.5322088955944448,2.5839282705832796
22ga0111_2.1333_050a0507_-2.1333.wav,8.250580235877576,5.355468038219725,3.0144637861475605,3.8718687032939534,2.8581546694774094,4.036720630745774,2.8166354929993065,1.3162914133419217,5.668872528487477,3.2449860293145907,1.5577270876697449,3.0924555788908363,3.3537861578800316,1.4321838512421423,1.5705019200490196
422a010x_2.3571_421c0203_-2.3571.wav,8.083662092129476,9.523839472094863,3.289726224488437,4.14774977703354,4.874097147228778,4.0819699208800815,5.0308549557246565,1.2326994615491809,4.120080903725008,5.854768932931713,1.2625989701900144,2.986970786938264,3.315793645684844,1.0588729753516368,2.249833410611822
440c0204_0.32859_053c010d_-0.32859.wav,8.867158827905374,9.478215208813252,3.5907065726381737,4.6469633978830736,4.74516390678962,4.578459663033051,4.878607671393284,0.9909871694642542,4.566310234070836,5.519715940511047,1.5849057151994057,4.798016438369894,3.4554967718466987,1.1000220433817032,1.9561875913413491
442c0210_1.5014_444o030n_-1.5014.wav,6.4750071357760355,5.7238228824877,3.2612511015966916,3.2728733249365747,2.8672597152795483,3.440618784442868,2.839665135829547,1.2920943010628314,2.950525414815337,3.3762447815936762,0.9503192307726084,4.790933730805729,3.0613010582614555,1.1659771586675776,1.3913503573317965
051a0507_0.12155_423c0207_-0.12155.wav,5.92769857122605,5.4116004363042265,3.9689513411564286,2.9050040339498486,2.6447496694044736,2.833872848531509,2.799152889775624,1.0872462271682628,2.1190622857818244,3.9544985564448414,1.7783221836643066,2.1553697958224705,2.627673336536237,1.6257907873722748,1.764634904063013
421c020a_2.0997_443c020p_-2.0997.wav,5.056862804241722,5.153651917500528,3.673540147617268,2.6160917815294127,2.424916729717375,2.4569022962974016,2.365261823870769,1.0920948271728528,3.4768189054301337,2.9388557203649297,1.6820571185855888,3.5054673632671087,3.7257450558166623,1.1110269809332982,1.1077473702924732
052a050j_0.086419_423a0106_-0.086419.wav,8.778526862448608,5.509470536790833,3.4755363539723203,4.575462291325075,2.7320502033958975,4.405499298350686,2.7285032301527274,1.3446104964356482,3.5398187996395496,1.8284823408836297,1.3651091867322136,3.5253281452360787,4.030263969304897,1.1576200466550648,1.9032968165217181
445o0304_0.21589_440c020q_-0.21589.wav,8.878140622610958,6.415080453259069,3.964114725195429,4.621260543561519,3.4267805796620103,4.604110504732629,3.277764217579964,1.5657024937156048,4.467678968548727,4.616188664370174,1.7038589258948211,6.02461709151307,4.401107021677848,0.9395347045865996,2.9640094830439088
423c0203_1.4978_441c020v_-1.4978.wav,9.66900861919563,5.112593215875495,3.631993147952133,4.899003924666202,2.3503402241900515,4.756580792607434,2.3974109311591523,1.5618900316825406,4.444973282695403,3.3564224587466533,1.0832241808646852,4.310447801529548,1.3605531274534337,1.09963694333009,1.247885400973926
445o030y_1.5004_421o0307_-1.5004.wav,5.5619405366089865,8.927529090162816,3.3983266785459016,2.9054690149417595,4.428642072065512,2.864141496909538,4.5728365111167335,1.0714783150149554,3.23545056288863,3.0344353805715496,1.406743963962394,2.902361054394972,5.294894583840693,1.2921365387174313,1.2387617958524968
420a010x_1.3856_052a050g_-1.3856.wav,9.896409845738326,9.010512120477436,3.0157753121873165,4.956453255066447,4.566533176265861,5.070310682227119,4.692772973003467,1.545433914025767,6.777837216292273,4.920592680296057,1.500550865134502,5.260462958133126,3.1069636288093387,1.2407467349985608,2.4770461122866934
053o020x_2.1625_441c0203_-2.1625.wav,5.110917205821758,8.725415787479022,3.2950612950734026,2.6202551373655263,4.2426126944479465,2.5713539642365983,4.384417755241326,1.3029753430171842,2.260084699471487,3.522445917221797,1.4165847351495982,3.2647146320474265,4.390223773533228,1.337087461759895,2.1746072669279695
22hc010x_1.9781_422c0205_-1.9781.wav,5.27906282523772,7.709932122341508,3.0433007900634093,2.757571193441274,3.684827274980403,2.7507285254085225,3.834671120013136,1.2169142653223926,3.537641217204314,4.5720168040593965,1.7203956722354317,3.9335976159220047,2.4968755877093183,1.1650570055670588,1.9432650686407356
441c0211_2.1911_442c020k_-2.1911.wav,7.773996186410447,9.488956357679713,3.440216677443384,3.7833030456245513,4.951373812484658,3.9310710923079317,4.867322611545121,1.7278844333415926,4.546580887697671,4.116174397527532,1.2280513830517266,3.5261322340227608,6.595558980878201,1.7799906157963377,1.2142536343877326
421o0308_2.2663_444o030n_-2.2663.wav,7.356234957762487,7.955102300369967,3.892359888814072,3.697971955469056,4.011457689010848,3.6542085742162937,3.8679837664279435,1.7573570907016958,3.213369671549904,3.130358038918051,1.5383685344347524,4.318104096607192,3.27122637762234,1.5278079501077162,1.4584371309212358
050c0105_0.94642_444c020p_-0.94642.wav,7.530349668080291,8.655840384532665,3.8358101789658283,4.019824576182973,4.2521713533081655,3.8507146765012217,4.2347977575482885,1.0634824692581155,5.433172621833607,4.862764051690447,1.5756998322064313,2.970559872759627,3.846646997446882,1.7452953061216876,2.7999303896733507
421c0210_2.0898_442c0202_-2.0898.wav,6.346421534730776,9.351673125706677,3.9362689629053413,3.2819347434024717,4.431269698937573,3.163089267048831,4.552825253110454,1.495740551944451,2.306755008165912,4.751073230127316,1.2141917406307257,1.7644545501921505,5.8091526408488665,1.076100613470608,1.8335070756053864
443o030q_2.0124_052o020l_-2.0124.wav,9.329481505480857,5.989419105147978,3.5261774123627854,4.646562435865347,2.9188088313801908,4.512992804761795,3.0239713420332786,1.6166023515987769,4.8218438583472825,4.5123553605303135,1.4780471943777884,6.329012847626017,2.119745444290029,1.4736681388173016,2.0717033250632317
423o0308_1.9242_447o030j_-1.9242.wav,7.1355945454514345,7.86627344815539,3.1241823639487096,3.568693533623699,4.09966970791797,3.5385881110528254,3.952721882034668,1.2757938958041728,2.6424984799242464,4.6597341113057205,1.6549020640080316,3.7414562853609072,5.200656303272628,1.7603771267798114,1.0124170331742588
446o030e_1.6619_442c020s_-1.6619.wav,9.20230684681701,9.230482743220936,3.5297112896740734,4.674697813823033,4.764294881678934,4.5475228196640805,4.843834311276273,1.680044664050886,4.693669074776532,3.887178401672843,1.2671446311202008,4.970481167652938,3.850426141294348,1.0974427233508726,1.6012834115406023
051a050r_2.3742_423a010v_-2.3742.wav,5.511805516451836,7.637345918016178,3.570267337500449,2.722243495622511,3.5652712877244284,2.8148843223217908,3.6832444932775283,1.4851469007652311,2.9680625798153133,2.5256588192566687,1.1960135777280143,2.7658728537364228,2.4780592141353024,0.9148845816776259,1.8737863443512204
420a010d_1.4116_422a010k_-1.4116.wav,9.450958921234584,9.949035706317304,3.1879432942597066,4.95329868600165,4.902144010578984,4.840592228892445,5.02941244549468,1.5785822859019083,2.978937555957458,4.559382402398498,1.2590037165680794,4.6286507955635825,6.671109907769964,1.249197310196467,2.224297994131515
421c020x_1.552_445o0304_-1.552.wav,8.395037908836162,7.80799454567049,3.7941043596495216,4.126001857331613,3.7720296777549054,4.2935404281946346,3.8008537522964434,1.252884221338334,5.2911215321787575,5.2488091232002,1.0891259149119854,5.2139981583714885,4.477942755604387,1.368170530627001,2.8363961507611464
447o030n_2.2874_423o030h_-2.2874.wav,8.941672593074523,7.7632424434110545,3.2810335747037445,4.625968994808169,3.894331958045199,4.501280044619001,3.977714604325605,1.5874731400370283,4.906409316515403,3.1498660331426005,1.6956022463418092,5.2809974440488645,3.9516911422010206,1.74527113837227,2.2514733399250706
444c020c_0.95182_050c010x_-0.95182.wav,7.286578032998972,6.814275879288608,3.506840428097754,3.5342087612192152,3.430872590338397,3.3679596235379456,3.395358871577415,1.4777236180011484,2.664015780075604,4.518477771978723,1.5074234021952235,4.763894397330505,3.6533281050036788,1.437481024217807,2.4119951301635467
22ga010l_1.2345_444c020e_-1.2345.wav,8.211267417503088,9.64795352935564,3.3120939489221586,3.9957823630614544,4.658820881376465,4.10940152783888,4.785275163214922,1.7809086514333201,4.315642842202236,5.7822367318794266,1.0286307479318697,4.588512162572678,4.0273783718412925,1.0498372225951798,1.2996674319798545
422o030q_2.4777_051a050n_-2.4777.wav,9.728766596145924,5.808293593935372,3.4237032951495285,4.679107711767276,2.6954862015975056,4.6599371384302195,2.864401828813962,1.5720996068103452,6.5215393304318505,2.4513617619511683,1.449170889803895,4.4203249426218685,1.7747505754360722,1.7028508569794245,2.4921268182734333
421o030l_2.3467_050c0102_-2.3467.wav,5.16403591024233,9.528378755280226,3.551799548300161,2.5305538628368485,4.876405238223352,2.4677177457916315,4.7184444127169005,1.324840024787416,3.992810294509666,3.6695225793780692,1.5275727946853894,3.177762950395062,4.316882736564748,1.3473371587049747,2.662013984867076
442c0203_1.1901_052a050h_-1.1901.wav,7.063414371426848,5.860548610660153,3.483229245299195,3.4673821216326433,2.678295113793751,3.3724772508838345,2.8193378927941377,1.56521023647155,2.9697070714931,0.8723296559266431,1.5721711049620626,4.081174684509075,3.5743686968924626,1.4062659222364131,2.267451537901958
053c010j_2.0279_22ga010p_-2.0279.wav,5.24066257175736,5.525849898827648,3.848995088688127,2.573239287826588,2.8131054439288685,2.5675160509700583,2.65320783744308,1.5550482759737774,4.424049014500374,2.26820075790064,1.4474347827691942,2.6379897282171623,1.5480434153971714,1.763110334562055,1.876619762244855
444o030o_0.67898_421c020s_-0.67898.wav,9.283315707942297,7.0905057368979385,3.30282649721084,4.79259182737775,3.3171103731876186,4.65949526736523,3.3862862773221765,1.6660198270100983,4.671696259112979,4.068571789886619,1.1975590237510274,3.678206025245373,3.4839050823982114,1.389888746688043,1.3051455493490107
